idx,id,repo,sha,file,line,rule_id,category,tier,repo_category,enclosing_class,enclosing_function,stratum,weight,label,mechanism,reason,verified,web_route,actenon_detected,evidence
132,openhands:enterprise/integrations/slack/slack_manager.py:859:COMMUNICATION-SEND,All-Hands-AI/OpenHands,652503005093d18d1b2f48816c91d62e93f45970,enterprise/integrations/slack/slack_manager.py,859,COMMUNICATION-SEND,communication,production,application,SlackManager,start_job,openhands|communication,26.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,openhands SlackManager.start_job via integration webhook route
133,openhands:enterprise/server/auth/token_manager.py:490:NET-EGRESS,All-Hands-AI/OpenHands,652503005093d18d1b2f48816c91d62e93f45970,enterprise/server/auth/token_manager.py,490,NET-EGRESS,network_egress,production,application,TokenManager,_refresh_bitbucket_data_center_token,openhands|network_egress,51.0,NOT_AGENT_REACHABLE,,auth_flow,site,False,False,openhands TokenManager bitbucket token refresh
134,openhands:enterprise/storage/api_key_store.py:140:DATABASE-ORM-MUTATE,All-Hands-AI/OpenHands,652503005093d18d1b2f48816c91d62e93f45970,enterprise/storage/api_key_store.py,140,DATABASE-ORM-MUTATE,database_mutation,production,application,ApiKeyStore,create_api_key,openhands|database_mutation,54.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,openhands ApiKeyStore.create_api_key <- provision_user route
135,openhands:enterprise/storage/saas_settings_store.py:386:SECRET-READ,All-Hands-AI/OpenHands,652503005093d18d1b2f48816c91d62e93f45970,enterprise/storage/saas_settings_store.py,386,SECRET-READ,credential_access,production,application,SaasSettingsStore,load,openhands|credential_access,83.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,openhands SaasSettingsStore.load <- router.get
136,openhands:enterprise/storage/user_store.py:427:DATA-DELETE-SQL,All-Hands-AI/OpenHands,652503005093d18d1b2f48816c91d62e93f45970,enterprise/storage/user_store.py,427,DATA-DELETE-SQL,data_destruction,production,application,UserStore,migrate_user,openhands|data_destruction,352.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,openhands UserStore.migrate_user <- router.post chain
137,openhands:openhands/app_server/sandbox/docker_sandbox_service.py:337:EXEC-CONTAINER,All-Hands-AI/OpenHands,652503005093d18d1b2f48816c91d62e93f45970,openhands/app_server/sandbox/docker_sandbox_service.py,337,EXEC-CONTAINER,code_execution,production,application,DockerSandboxService,get_sandbox,openhands|code_execution,5.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,openhands DockerSandboxService.get_sandbox <- router.post
138,openhands:scripts/update_openapi.py:187:FILE-OPEN-WRITE,All-Hands-AI/OpenHands,652503005093d18d1b2f48816c91d62e93f45970,scripts/update_openapi.py,187,FILE-OPEN-WRITE,file_mutation,production,application,,update_openapi_spec,openhands|file_mutation,12.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,openhands scripts/update_openapi.py
139,pydantic-ai:.github/set_docs_pr_preview_url.py:69:NET-EGRESS,pydantic/pydantic-ai,ed0f40c0e5061722f7d9f579ed7efff1b74e3ea5,.github/set_docs_pr_preview_url.py,69,NET-EGRESS,network_egress,production,framework,,,pydantic-ai|network_egress,14.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,pydantic-ai .github docs preview script
140,pydantic-ai:examples/pydantic_ai_examples/bank_support.py:84:DATABASE-MUTATE,pydantic/pydantic-ai,ed0f40c0e5061722f7d9f579ed7efff1b74e3ea5,examples/pydantic_ai_examples/bank_support.py,84,DATABASE-MUTATE,database_mutation,example,framework,,,pydantic-ai|database_mutation,1.0,NOT_AGENT_REACHABLE,,demo_script,site,False,False,"pydantic-ai bank_support example, module level"
141,pydantic-ai:scripts/scrub_cassette.py:20:FILE-OPEN-WRITE,pydantic/pydantic-ai,ed0f40c0e5061722f7d9f579ed7efff1b74e3ea5,scripts/scrub_cassette.py,20,FILE-OPEN-WRITE,file_mutation,production,framework,,,pydantic-ai|file_mutation,10.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,pydantic-ai scripts/scrub_cassette.py test-fixture tooling
142,pydantic-ai:tests/example_modules/bank_database.py:50:DATA-DELETE-SQL,pydantic/pydantic-ai,ed0f40c0e5061722f7d9f579ed7efff1b74e3ea5,tests/example_modules/bank_database.py,50,DATA-DELETE-SQL,data_destruction,production,framework,DatabaseConnPostgres,connect,pydantic-ai|data_destruction,5.0,NOT_AGENT_REACHABLE,,test_support,site,False,False,pydantic-ai tests/example_modules/bank_database.py support module
143,requests:src/requests/utils.py:335:FILE-WRITE,psf/requests,69f84847045bef7a849cc994a26fe7ba8a169e95,src/requests/utils.py,335,FILE-WRITE,file_mutation,production,control,,atomic_open,requests|file_mutation,1.0,NOT_AGENT_REACHABLE,,control_library,site,False,False,requests atomic_open utility; control repo
144,requests:src/requests/utils.py:337:DATA-DELETE-OS,psf/requests,69f84847045bef7a849cc994a26fe7ba8a169e95,src/requests/utils.py,337,DATA-DELETE-OS,data_destruction,production,control,,atomic_open,requests|data_destruction,1.0,NOT_AGENT_REACHABLE,,control_library,site,False,False,requests atomic_open utility; control repo
145,rich:rich/ansi.py:229:EXEC-SHELL,Textualize/rich,9d8f9a372cc5916fd4781fec207ced7ddac2f08f,rich/ansi.py,229,EXEC-SHELL,shell_execution,production,control,,,rich|shell_execution,3.0,NOT_AGENT_REACHABLE,,control_library,site,False,False,rich ansi module; control repo
146,rich:rich/console.py:2641:FILE-OPEN-WRITE,Textualize/rich,9d8f9a372cc5916fd4781fec207ced7ddac2f08f,rich/console.py,2641,FILE-OPEN-WRITE,file_mutation,production,control,Console,save_svg,rich|file_mutation,10.0,NOT_AGENT_REACHABLE,,control_library,site,False,False,rich Console.save_svg; control repo
147,semantic-kernel:python/semantic_kernel/agents/open_ai/openai_responses_agent.py:449:SECRET-READ,microsoft/semantic-kernel,61a6b0c5fade87e1cc048fdfdf3993cc7b95d163,python/semantic_kernel/agents/open_ai/openai_responses_agent.py,449,SECRET-READ,credential_access,production,framework,OpenAIResponsesAgent,setup_resources,semantic-kernel|credential_access,75.0,NOT_AGENT_REACHABLE,,config_load,site,False,False,semantic-kernel OpenAIResponsesAgent.setup_resources credential read
148,semantic-kernel:python/semantic_kernel/agents/orchestration/sequential.py:76:COMMUNICATION-SEND,microsoft/semantic-kernel,61a6b0c5fade87e1cc048fdfdf3993cc7b95d163,python/semantic_kernel/agents/orchestration/sequential.py,76,COMMUNICATION-SEND,communication,production,framework,SequentialAgentActor,_handle_message,semantic-kernel|communication,11.0,NOT_AGENT_REACHABLE,,framework_internal,site,False,False,semantic-kernel SequentialAgentActor internal message passing between orchestration actors
149,semantic-kernel:python/semantic_kernel/connectors/ai/open_ai/services/_open_ai_realtime.py:805:NET-EGRESS,microsoft/semantic-kernel,61a6b0c5fade87e1cc048fdfdf3993cc7b95d163,python/semantic_kernel/connectors/ai/open_ai/services/_open_ai_realtime.py,805,NET-EGRESS,network_egress,production,framework,OpenAIRealtimeWebRTCBase,create_session,semantic-kernel|network_egress,9.0,NOT_AGENT_REACHABLE,,llm_transport,site,False,False,semantic-kernel realtime create_session; provider WebRTC setup
150,semantic-kernel:python/semantic_kernel/connectors/sql_server.py:505:DATA-DELETE-SQL,microsoft/semantic-kernel,61a6b0c5fade87e1cc048fdfdf3993cc7b95d163,python/semantic_kernel/connectors/sql_server.py,505,DATA-DELETE-SQL,data_destruction,production,framework,SqlServerCollection,ensure_collection_exists,semantic-kernel|data_destruction,33.0,AMBIGUOUS,,unresolved_framework,site,False,False,semantic-kernel SqlServerCollection.ensure_collection_exists; kernel_function chain passes through generic create_collection
151,semantic-kernel:python/semantic_kernel/core_plugins/sessions_python_tool/sessions_python_plugin.py:457:FILE-OPEN-WRITE,microsoft/semantic-kernel,61a6b0c5fade87e1cc048fdfdf3993cc7b95d163,python/semantic_kernel/core_plugins/sessions_python_tool/sessions_python_plugin.py,457,FILE-OPEN-WRITE,file_mutation,production,framework,SessionsPythonTool,download_file,semantic-kernel|file_mutation,6.0,NOT_AGENT_REACHABLE,,not_registered,path,False,False,"semantic-kernel SessionsPythonTool.download_file is NOT decorated @kernel_function (cf. :261/:329/:386), so the model cannot invoke it"
152,superagi:run_gui.py:16:EXEC-SHELL,TransformerOptimus/SuperAGI,c3c1982e7bd6a11cfed53c5a193ea502f924b1b6,run_gui.py,16,EXEC-SHELL,shell_execution,production,application,,run_npm_commands,superagi|shell_execution,8.0,NOT_AGENT_REACHABLE,,build_tooling,site,False,False,superagi run_gui.py launcher
153,superagi:superagi/agent/output_handler.py:180:EXEC-CODE,TransformerOptimus/SuperAGI,c3c1982e7bd6a11cfed53c5a193ea502f924b1b6,superagi/agent/output_handler.py,180,EXEC-CODE,code_execution,production,application,ReplaceTaskOutputHandler,handle,superagi|code_execution,15.0,AGENT_REACHABLE,LLM_OUTPUT_TO_SINK,,path,False,False,"ToolOutputHandler.handle_tool_response(session, assistant_reply) output_handler.py:98; ReplaceTaskOutputHandler.handle calls eval(assistant_reply) :180 -- arbitrary code execution on raw model output"
154,superagi:superagi/helper/s3_helper.py:107:PROVIDER-SDK-CALL,TransformerOptimus/SuperAGI,c3c1982e7bd6a11cfed53c5a193ea502f924b1b6,superagi/helper/s3_helper.py,107,PROVIDER-SDK-CALL,provider_sdk,production,application,S3Helper,delete_file,superagi|provider_sdk,1.0,AGENT_REACHABLE,CROSS_MODULE_CALL,,path,False,False,DeleteFileTool(BaseTool)._execute delete_file.py:36 -> S3Helper().delete_file(final_path) :55 -> s3.delete_object s3_helper.py:107
155,superagi:superagi/helper/tool_helper.py:37:FILE-OPEN-WRITE,TransformerOptimus/SuperAGI,c3c1982e7bd6a11cfed53c5a193ea502f924b1b6,superagi/helper/tool_helper.py,37,FILE-OPEN-WRITE,file_mutation,production,application,,download_tool,superagi|file_mutation,14.0,NOT_AGENT_REACHABLE,,infrastructure,site,False,False,"superagi tool_helper.download_tool: toolkit INSTALLER, runs at deploy time"
156,superagi:superagi/models/agent.py:135:DATABASE-ORM-MUTATE,TransformerOptimus/SuperAGI,c3c1982e7bd6a11cfed53c5a193ea502f924b1b6,superagi/models/agent.py,135,DATABASE-ORM-MUTATE,database_mutation,production,application,Agent,create_agent_with_config,superagi|database_mutation,81.0,NOT_AGENT_REACHABLE,,web_route_only,site,True,False,superagi Agent.create_agent_with_config <- router.post
157,superagi:superagi/tool_manager.py:50:DATA-DELETE-OS,TransformerOptimus/SuperAGI,c3c1982e7bd6a11cfed53c5a193ea502f924b1b6,superagi/tool_manager.py,50,DATA-DELETE-OS,data_destruction,production,application,,download_tool,superagi|data_destruction,5.0,NOT_AGENT_REACHABLE,,infrastructure,path,False,False,"superagi tool_manager.download_tool: toolkit installer, called from tool_manager:134"
158,superagi:superagi/tools/apollo/apollo_search.py:127:NET-EGRESS,TransformerOptimus/SuperAGI,c3c1982e7bd6a11cfed53c5a193ea502f924b1b6,superagi/tools/apollo/apollo_search.py,127,NET-EGRESS,network_egress,production,application,ApolloSearchTool,apollo_search_results,superagi|network_egress,20.0,AGENT_REACHABLE,LOCAL_HELPER_CALL,,path,False,False,ApolloSearchTool(BaseTool)._execute:57 -> self.apollo_search_results(...) :72 -> requests.post :127
159,superagi:superagi/tools/email/send_email_attachment.py:141:COMMUNICATION-SEND,TransformerOptimus/SuperAGI,c3c1982e7bd6a11cfed53c5a193ea502f924b1b6,superagi/tools/email/send_email_attachment.py,141,COMMUNICATION-SEND,communication,production,application,SendEmailAttachmentTool,send_email_with_attachment,superagi|communication,1.0,AGENT_REACHABLE,LOCAL_HELPER_CALL,,path,False,False,"SendEmailAttachmentTool(BaseTool)._execute:47 -> self.send_email_with_attachment(to,...) :82 -> smtp.send_message :141; recipient is agent-chosen"
